premises,hypothesis,label
A team of urban designers is constructing an active and engaging urban plaza that incorporates pedestrian routes to promote community engagement.,The design of community-oriented urban areas.,1
Several writers are involved in a multimedia storytelling project that centers on the significance of human connection.,Storytelling through multimedia.,1
Agroforestry is being promoted as a component of'sustainable agriculture' to regenerate lost land and increase biodiversity.,Agricultural restoration of land using agroforestry practices.,1
"In order to understand prosocial behavior, a team of neuroscientists is studying the neural basis of empathy and compassion.",Research on the neuroscience of empathy.,1
A group of social entrepreneurs are creating a fashion brand that supports artisans in developing countries through its fair-trade certification.,Fashion entrepreneurs who support fair trade.,1
"In an effort to provide clean and safe drinking water, a clean water program is introducing filtering systems to communities that are not adequately supplied.",Clean water access initiative.,1
"In an effort to uncover the past, archaeologists are excavating an ancient city and shedding light on past civilizations.",excavation of ancient cities.,1
A team of medical scientists is developing personalized medicine methods that are based on individual genetic profiles.,Genome-centric personalized medicine.,1
"To reduce carbon emissions, a startup in the sustainable transportation industry is developing electric bicycles for urban commuting.",Smart urban mobility through e-bikes.,1
The conservation of important wetland ecosystems is being promoted through policy and awareness campaigns spearheaded by environmentalists.,The promotion of wetland conservation.,1
STEAM educators are creating a program that integrates STEM with the arts and sciences to stimulate creative thinking and innovative thinking among students.,"An arts-based version of STEAM education.""",1
"In rural areas, a cooperative of renewable energy is installing wind turbines to produce clean and sustainable power.",The community-based wind energy program.,1
